dataset,scaler,stratify,classifier,seed,acc_correct,uar_correct,acc_leakage,uar_leakage
voiced,QuantileTransformer,True,adaboost,4,0.6428571428571429,0.55,0.7380952380952381,0.5916666666666667
voiced,QuantileTransformer,True,mlp,4,0.6428571428571429,0.525,0.6428571428571429,0.525
svd,QuantileTransformer,False,svm,4,0.8262195121951219,0.8080172046344015,0.8262195121951219,0.8080172046344015
svd,QuantileTransformer,False,knn,4,0.7652439024390244,0.7457472778703452,0.7621951219512195,0.7419304839772154
svd,QuantileTransformer,False,gaussianNB,4,0.6554878048780488,0.6799511760375092,0.649390243902439,0.6748750339055295
svd,QuantileTransformer,False,lda,4,0.8262195121951219,0.8080172046344015,0.8109756097560976,0.7902119579958926
svd,QuantileTransformer,False,qda,4,0.7530487804878049,0.7522183903592049,0.7530487804878049,0.750939667532065
svd,QuantileTransformer,False,dt,4,0.8170731707317073,0.8067966055721316,0.7682926829268293,0.7470066261091952
svd,QuantileTransformer,False,rf,4,0.8445121951219512,0.83219669082032,0.8445121951219512,0.83219669082032
svd,QuantileTransformer,False,adaboost,4,0.8353658536585366,0.8105165265238115,0.8353658536585366,0.8105165265238115
svd,QuantileTransformer,False,mlp,4,0.7804878048780488,0.7571589103731545,0.7926829268292683,0.7711473631185337
voiced,QuantileTransformer,False,svm,4,0.6666666666666666,0.5916666666666667,0.6666666666666666,0.5666666666666667
voiced,QuantileTransformer,False,knn,4,0.5476190476190477,0.5333333333333333,0.5714285714285714,0.44999999999999996
voiced,QuantileTransformer,False,gaussianNB,4,0.42857142857142855,0.45,0.5238095238095238,0.5916666666666667
voiced,QuantileTransformer,False,lda,4,0.5476190476190477,0.5583333333333333,0.40476190476190477,0.3833333333333333
voiced,QuantileTransformer,False,qda,4,0.38095238095238093,0.5666666666666667,0.4523809523809524,0.6166666666666667
voiced,QuantileTransformer,False,dt,4,0.6904761904761905,0.5333333333333333,0.5952380952380952,0.5416666666666666
voiced,QuantileTransformer,False,rf,4,0.5714285714285714,0.44999999999999996,0.5476190476190477,0.4333333333333333
voiced,QuantileTransformer,False,adaboost,4,0.5952380952380952,0.49166666666666664,0.5952380952380952,0.49166666666666664
voiced,QuantileTransformer,False,mlp,4,0.5476190476190477,0.4583333333333333,0.6428571428571429,0.6
svd,QuantileTransformer,True,svm,5,0.7896341463414634,0.784400123685838,0.7896341463414634,0.784400123685838
svd,QuantileTransformer,True,knn,5,0.7225609756097561,0.7109616573902289,0.7134146341463414,0.6995980210265924
svd,QuantileTransformer,True,gaussianNB,5,0.6371951219512195,0.6679808286951144,0.6371951219512195,0.6679808286951144
svd,QuantileTransformer,True,lda,5,0.7560975609756098,0.7452071737786023,0.7408536585365854,0.7275046382189239
svd,QuantileTransformer,True,qda,5,0.7439024390243902,0.7448979591836735,0.7439024390243902,0.7448979591836735
svd,QuantileTransformer,True,dt,5,0.7591463414634146,0.7440476190476191,0.7591463414634146,0.7440476190476191
svd,QuantileTransformer,True,rf,5,0.8109756097560976,0.7985466914038343,0.8109756097560976,0.7985466914038343
svd,QuantileTransformer,True,adaboost,5,0.8140243902439024,0.8010977118119975,0.8140243902439024,0.8010977118119975
svd,QuantileTransformer,True,mlp,5,0.75,0.742578849721707,0.7317073170731707,0.7297464440321584
voiced,QuantileTransformer,True,svm,5,0.8095238095238095,0.6916666666666667,0.7619047619047619,0.6333333333333333
voiced,QuantileTransformer,True,knn,5,0.6904761904761905,0.6333333333333333,0.6904761904761905,0.6333333333333333
voiced,QuantileTransformer,True,gaussianNB,5,0.5714285714285714,0.675,0.5714285714285714,0.675
voiced,QuantileTransformer,True,lda,5,0.6428571428571429,0.625,0.4523809523809524,0.44166666666666665
voiced,QuantileTransformer,True,qda,5,0.40476190476190477,0.5333333333333333,0.5476190476190477,0.5583333333333333
voiced,QuantileTransformer,True,dt,5,0.6666666666666666,0.5166666666666667,0.6666666666666666,0.5166666666666667
voiced,QuantileTransformer,True,rf,5,0.7380952380952381,0.6166666666666667,0.7380952380952381,0.6166666666666667
voiced,QuantileTransformer,True,adaboost,5,0.6190476190476191,0.5083333333333333,0.6190476190476191,0.5083333333333333
voiced,QuantileTransformer,True,mlp,5,0.7619047619047619,0.6333333333333333,0.7380952380952381,0.6666666666666667
svd,QuantileTransformer,False,svm,5,0.8323170731707317,0.82789666473877,0.8414634146341463,0.8355889724310777
svd,QuantileTransformer,False,knn,5,0.725609756097561,0.701098901098901,0.7225609756097561,0.7009253903990746
svd,QuantileTransformer,False,gaussianNB,5,0.6341463414634146,0.6624252940042413,0.6585365853658537,0.6829381145170619
svd,QuantileTransformer,False,lda,5,0.7957317073170732,0.7935415461731251,0.801829268292683,0.7986697513013302
svd,QuantileTransformer,False,qda,5,0.7652439024390244,0.7631193368035474,0.7652439024390244,0.7619240408714093
svd,QuantileTransformer,False,dt,5,0.7835365853658537,0.7808945440524387,0.7835365853658537,0.7808945440524387
svd,QuantileTransformer,False,rf,5,0.8262195121951219,0.8191825718141508,0.8292682926829268,0.8217466743782533
